RT,SERIALNO,DIVISION,PUMA,REGION,ST,ADJHSG,ADJINC,WGTP,NP,TYPE,ACCESS,ACR,AGS,BATH,BDSP,BLD,BROADBND,BUS,COMPOTHX,CONP,DIALUP,DSL,ELEP,FIBEROP,FS,FULP,GASP,HANDHELD,HFL,INSP,LAPTOP,MHP,MODEM,MRGI,MRGP,MRGT,MRGX,OTHSVCEX,REFR,RMSP,RNTM,RNTP,RWAT,RWATPR,SATELLITE,SINK,SMP,STOV,TEL,TEN,TOIL,VACS,VALP,VEH,WATP,YBL,FES,FFINCP,FGRNTP,FHINCP,FINCP,FPARC,FPLMPRP,FSMOCP,GRNTP,GRPIP,HHL,HHT,HINCP,HOTWAT,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MULTG,MV,NOC,NPF,NPP,NR,NRC,OCPIP,PARTNER,PLM,PLMPRP,PSF,R18,R60,R65,RESMODE,SMOCP,SMX,SRNT,SSMC,SVAL,TAXP,WIF,WKEXREL,WORKSTAT,FACCESSP,FACRP,FAGSP,FBATHP,FBDSP,FBLDP,FBROADBNDP,FBUSP,FCOMPOTHXP,FCONP,FDIALUPP,FDSLP,FELEP,FFIBEROPP,FFSP,FFULP,FGASP,FHANDHELDP,FHFLP,FHOTWATP,FINSP,FKITP,FLAPTOPP,FMHP,FMODEMP,FMRGIP,FMRGP,FMRGTP,FMRGXP,FMVP,FOTHSVCEXP,FPLMP,FREFRP,FRMSP,FRNTMP,FRNTP,FRWATP,FRWATPRP,FSATELLITEP,FSINKP,FSMP,FSMXHP,FSMXSP,FSTOVP,FTAXP,FTELP,FTENP,FTOILP,FVACSP,FVALP,FVEHP,FWATP,FYBLP,wgtp1,wgtp2,wgtp3,wgtp4,wgtp5,wgtp6,wgtp7,wgtp8,wgtp9,wgtp10,wgtp11,wgtp12,wgtp13,wgtp14,wgtp15,wgtp16,wgtp17,wgtp18,wgtp19,wgtp20,wgtp21,wgtp22,wgtp23,wgtp24,wgtp25,wgtp26,wgtp27,wgtp28,wgtp29,wgtp30,wgtp31,wgtp32,wgtp33,wgtp34,wgtp35,wgtp36,wgtp37,wgtp38,wgtp39,wgtp40,wgtp41,wgtp42,wgtp43,wgtp44,wgtp45,wgtp46,wgtp47,wgtp48,wgtp49,wgtp50,wgtp51,wgtp52,wgtp53,wgtp54,wgtp55,wgtp56,wgtp57,wgtp58,wgtp59,wgtp60,wgtp61,wgtp62,wgtp63,wgtp64,wgtp65,wgtp66,wgtp67,wgtp68,wgtp69,wgtp70,wgtp71,wgtp72,wgtp73,wgtp74,wgtp75,wgtp76,wgtp77,wgtp78,wgtp79,wgtp80
H,1125247,2,1700,1,36,1000000,1001264,89,4,1,1,1,,1,4,2,2,2,2,0,2,2,130,2,2,2,60,1,1,750,1,,1,2,1200,2,1,2,1,8,,,1,9,2,1,,1,1,1,1,,250000,3,70,4,1,0,,0,206180,2,0,0,,,1,1,206180,9,0,2,2,2,1,1,1,5,1,4,0,0,1,10,0,1,9,0,1,0,0,3,1751,3,0,0,1,46,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,92,25,99,88,79,21,92,28,173,80,159,95,84,85,153,167,24,86,94,99,30,85,22,29,154,107,142,78,99,154,92,161,23,25,79,86,107,153,27,158,93,29,78,89,85,30,91,26,142,82,177,97,85,100,122,165,27,87,85,100,34,65,35,27,120,90,144,106,97,144,83,146,26,24,86,99,83,117,21
H,1142101,2,4114,1,36,1000000,1001264,77,6,1,1,,,1,3,4,1,,2,0,2,2,300,1,1,2,60,1,1,1900,1,,2,1,1600,1,1,2,1,5,,,1,9,2,1,,1,1,1,1,,330000,3,1200,3,1,1,,1,29100,3,0,0,,,1,1,29100,9,1,3,3,3,1,1,2,4,3,6,0,0,3,85,0,1,9,0,1,0,0,2,2060,3,0,0,0,39,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,87,158,80,23,81,25,23,126,83,122,82,73,132,90,134,25,21,74,54,81,69,130,72,22,71,27,19,155,76,127,98,61,139,83,134,21,22,86,74,97,90,25,70,169,79,114,133,23,76,19,77,91,22,81,24,108,126,93,70,76,81,23,77,137,64,141,127,21,77,25,88,69,20,79,20,138,122,70,74
H,1158825,2,3201,1,36,1000000,1001264,53,2,1,1,1,,1,3,2,2,2,2,0,2,2,80,2,2,2,130,2,1,0,1,,1,,,,3,2,1,6,,,1,9,2,1,,1,1,2,1,,350000,2,10,3,1,0,,0,36500,4,0,0,,,1,1,36500,9,0,4,4,4,1,1,1,7,0,2,0,0,0,23,0,1,9,0,0,2,2,1,711,,0,0,1,64,2,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,14,54,54,13,61,56,16,52,54,55,15,82,82,100,95,14,57,52,55,15,89,56,59,99,58,54,90,57,53,53,100,16,16,15,15,99,53,54,54,99,12,56,54,17,54,55,18,61,50,58,15,103,97,83,96,16,53,56,53,14,94,56,47,97,54,55,98,58,57,56,94,15,14,16,17,92,53,53,56
H,1174703,2,3703,1,36,1000000,1001264,195,3,1,1,,,1,2,5,1,,2,,2,2,200,2,2,2,3,1,1,,1,,1,,,,,2,1,4,2,1800,1,9,2,1,,1,1,3,1,,,2,2,7,8,0,0,0,11800,4,0,,2000,39,1,3,61800,9,0,4,4,4,1,1,1,3,0,2,0,1,0,,0,1,9,0,0,2,2,2,,,1,0,0,,1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,56,182,311,219,66,211,189,67,196,293,385,376,208,191,178,208,190,57,57,326,323,180,55,183,356,185,179,331,178,63,67,57,194,228,177,185,192,347,55,348,382,187,54,181,290,168,199,276,213,57,58,56,188,190,202,218,209,309,330,60,64,225,321,181,59,204,205,55,203,296,288,388,206,195,217,171,203,69,285
H,1191606,2,3104,1,36,1000000,1001264,123,1,1,1,1,,1,2,2,2,2,2,0,2,2,120,2,2,2,40,2,1,1600,1,,1,,,,3,2,1,7,,,1,9,2,1,,1,1,2,1,,400000,1,400,3,,0,,0,,,0,0,,,1,6,17900,9,0,4,4,4,1,1,1,6,0,,0,0,0,46,0,1,9,0,0,1,1,1,693,,0,0,1,56,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,45,131,190,155,148,144,184,116,215,33,134,36,112,125,143,31,31,241,117,230,114,36,131,29,32,198,137,235,130,117,205,102,218,41,39,129,125,124,38,131,198,117,33,107,119,110,41,145,37,228,122,194,114,126,140,216,237,38,132,35,124,198,123,233,236,41,107,40,118,113,38,133,37,195,218,105,120,138,175
H,1207279,2,903,1,36,1000000,1001264,72,1,1,3,1,,1,3,2,,2,2,0,,,200,,2,2,1,2,1,800,2,,,,,,3,,1,7,,,1,9,,1,,1,1,2,1,,51000,0,240,1,,0,,1,,,0,0,,,1,6,18000,9,0,4,4,4,1,1,1,7,0,,0,0,0,27,0,1,9,0,0,1,1,2,412,,0,0,1,27,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,137,25,78,79,144,107,137,134,18,19,81,72,59,82,105,18,76,52,67,106,25,116,82,75,18,76,23,22,116,106,64,76,77,70,23,142,92,68,84,129,20,148,70,81,30,66,18,23,125,137,83,73,71,82,20,113,60,71,83,28,115,23,64,67,136,57,106,121,24,26,67,65,83,67,113,23,74,84,76,19
H,1223411,2,2203,1,36,1000000,1001264,45,2,1,2,,,1,2,4,,,2,,,,40,,2,2,3,1,3,,2,,,,,,,,1,4,2,360,1,9,,1,,1,1,3,1,,,2,1,1,,0,1,1,,,0,,400,14,1,5,35000,9,0,4,4,4,1,1,1,1,0,,0,1,0,,2,1,9,0,1,0,0,2,,,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,52,33,71,49,12,9,16,62,45,62,34,37,75,50,84,55,16,62,55,12,44,68,18,50,72,83,68,54,44,47,67,34,12,11,13,56,82,35,62,17,30,57,19,39,84,53,75,48,42,69,43,30,21,15,11,54,109,52,15,69,53,59,91,43,12,19,18,46,40,31,51,34,58,48,80,43,18,70,24
H,1240875,2,4112,1,36,1000000,1001264,37,3,1,1,1,,1,3,2,2,2,2,0,2,1,200,2,2,2,150,1,1,1200,1,,1,1,1800,1,1,2,1,4,,,1,9,2,1,,1,1,1,1,,401000,3,2100,1,3,0,,0,169000,4,0,0,,,1,1,169000,9,0,4,4,4,1,1,1,6,0,3,0,0,0,17,0,1,9,0,0,1,1,1,2325,3,0,0,1,38,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,41,59,13,12,41,39,39,64,36,10,36,11,11,70,40,54,41,35,39,10,32,11,61,69,35,40,38,10,41,56,39,64,65,12,35,13,35,41,38,68,35,65,12,9,33,39,35,58,42,12,43,11,10,61,34,70,33,39,36,11,42,11,55,62,40,38,37,11,36,65,37,69,66,10,34,10,41,37,33
H,1256678,2,704,1,36,1000000,1001264,124,6,1,1,1,,1,6,2,1,2,2,0,2,1,500,2,2,2,2,1,1,550,1,,1,1,2000,1,1,2,1,10,,,1,9,2,1,,1,1,1,1,,140000,4,600,3,1,1,,1,98900,2,0,0,,,1,1,98900,9,0,2,2,2,1,1,1,5,4,6,0,0,4,31,0,1,9,0,1,0,0,2,2550,3,0,0,1,30,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,121,116,201,118,38,135,194,201,136,122,190,39,117,32,36,124,37,194,127,121,128,116,203,127,41,128,208,210,122,131,226,35,122,40,37,122,38,190,114,122,118,101,35,124,195,122,37,38,130,128,34,195,128,190,193,116,237,34,114,125,119,110,38,119,225,129,39,42,122,125,40,198,120,233,199,122,206,34,120,130
H,1272617,2,902,1,36,1000000,1001264,0,1,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,1289395,2,4002,1,36,1000000,1001264,0,1,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,1306075,2,3207,1,36,1000000,1001264,159,4,1,1,1,,1,3,2,2,2,2,0,2,2,140,1,2,2000,3,1,4,1500,1,,2,2,1500,2,1,2,1,6,,,1,9,2,1,130,1,1,1,1,,375000,2,130,2,1,0,,0,105000,2,0,0,,,1,1,105000,9,0,2,2,2,1,1,1,5,2,4,0,0,2,31,0,1,9,0,1,0,0,2,2740,2,0,0,1,66,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,261,161,46,171,138,49,262,167,167,48,161,161,251,170,144,55,272,257,159,53,166,284,154,46,44,153,157,44,276,174,276,262,145,287,50,168,166,165,53,155,305,160,53,174,172,52,257,154,153,46,178,169,270,151,178,47,251,286,141,50,158,260,162,46,50,157,173,48,271,160,254,268,154,242,48,164,129,147,46
H,1321808,2,3708,1,36,1000000,1001264,170,7,1,1,,,1,2,8,1,,2,,1,1,200,1,1,2,40,1,4,,1,,1,,,,,2,1,4,2,1100,1,9,2,1,,1,1,3,1,,,0,2,1,8,1,0,1,23680,2,0,,1340,68,2,3,23680,9,1,2,4,2,1,1,2,4,0,7,0,0,3,,0,1,9,1,1,0,0,2,,,1,0,0,,1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,304,201,161,180,43,180,143,328,48,305,291,151,159,57,46,292,193,177,45,153,300,174,159,182,50,190,151,304,62,257,281,164,157,53,48,303,178,176,331,168,52,167,196,195,338,152,176,44,262,51,60,174,167,277,292,46,160,151,276,143,49,177,208,179,300,162,177,47,286,51,53,174,179,257,243,56,169,132,48
H,1339307,2,905,1,36,1000000,1001264,105,2,1,1,1,,1,3,2,2,2,2,0,2,2,100,2,2,2,190,2,1,680,1,,1,2,220,2,1,2,1,7,,,1,9,2,1,,1,1,1,1,,120000,2,200,1,4,0,,0,63400,4,0,0,,,1,1,63400,9,0,4,4,4,1,1,1,6,0,2,0,0,0,15,0,1,9,0,0,2,1,1,784,3,0,0,1,35,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,177,106,104,118,107,110,29,30,28,89,180,115,29,96,92,35,109,183,217,159,179,104,102,99,112,109,30,30,29,114,169,115,33,90,101,34,105,155,180,153,188,100,103,98,108,120,34,27,30,95,195,104,30,113,108,32,110,169,206,190,175,94,94,107,105,101,31,29,33,111,180,92,29,110,97,31,115,160,177
