"Stage Name","Stage Date","Stage Category","General Classification Url","Points Classification Url","Stage Classification Url","Competition Date","Competition Name","Competition Result Page Url","Country","Class Code","getsum"
"Stage 15","25 May 2014","","","","","09 May-01 Jun 2014","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42718?disciplineId=10","ITA","2.UWT","1"
"Stage 16","27 May 2014","","","","","09 May-01 Jun 2014","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42718?disciplineId=10","ITA","2.UWT","1"
"Stage 17","28 May 2014","","","","","09 May-01 Jun 2014","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42718?disciplineId=10","ITA","2.UWT","1"
"Stage 18","29 May 2014","","","","","09 May-01 Jun 2014","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42718?disciplineId=10","ITA","2.UWT","1"
"Stage 19","30 May 2014","","","","","09 May-01 Jun 2014","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42718?disciplineId=10","ITA","2.UWT","1"
"Stage 20","31 May 2014","","","","","09 May-01 Jun 2014","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42718?disciplineId=10","ITA","2.UWT","1"
"Stage 21","01 Jun 2014","","","","","09 May-01 Jun 2014","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42718?disciplineId=10","ITA","2.UWT","1"
"Final Classification","01 Jun 2014","","https://dataride.uci.ch/iframe/EventResults/115665?competitionId=42718&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/115669?competitionId=42718&disciplineId=10","","09 May-01 Jun 2014","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42718?disciplineId=10","ITA","2.UWT","1"
"Stage 1 - TTT","19 Aug 2017","","","","","19 Aug-10 Sep 2017","La Vuelta ciclista a España","https://dataride.uci.ch/iframe/CompetitionResults/32966?disciplineId=10","ESP","2.UWT","1"
"Stage 2","20 Aug 2017","","","","","19 Aug-10 Sep 2017","La Vuelta ciclista a España","https://dataride.uci.ch/iframe/CompetitionResults/32966?disciplineId=10","ESP","2.UWT","1"
"Stage 3","21 Aug 2017","","","","","19 Aug-10 Sep 2017","La Vuelta ciclista a España","https://dataride.uci.ch/iframe/CompetitionResults/32966?disciplineId=10","ESP","2.UWT","1"
"Stage 4","22 Aug 2017","","","","","19 Aug-10 Sep 2017","La Vuelta ciclista a España","https://dataride.uci.ch/iframe/CompetitionResults/32966?disciplineId=10","ESP","2.UWT","1"
"Stage 5","23 Aug 2017","","","","","19 Aug-10 Sep 2017","La Vuelta ciclista a España","https://dataride.uci.ch/iframe/CompetitionResults/32966?disciplineId=10","ESP","2.UWT","1"
"Stage 6","24 Aug 2017","","","","","19 Aug-10 Sep 2017","La Vuelta ciclista a España","https://dataride.uci.ch/iframe/CompetitionResults/32966?disciplineId=10","ESP","2.UWT","1"
"Stage 7","25 Aug 2017","","","","","19 Aug-10 Sep 2017","La Vuelta ciclista a España","https://dataride.uci.ch/iframe/CompetitionResults/32966?disciplineId=10","ESP","2.UWT","1"
"Stage 8","26 Aug 2017","","","","","19 Aug-10 Sep 2017","La Vuelta ciclista a España","https://dataride.uci.ch/iframe/CompetitionResults/32966?disciplineId=10","ESP","2.UWT","1"
"Stage 9","27 Aug 2017","","","","","19 Aug-10 Sep 2017","La Vuelta ciclista a España","https://dataride.uci.ch/iframe/CompetitionResults/32966?disciplineId=10","ESP","2.UWT","1"
"Stage 10","29 Aug 2017","","","","","19 Aug-10 Sep 2017","La Vuelta ciclista a España","https://dataride.uci.ch/iframe/CompetitionResults/32966?disciplineId=10","ESP","2.UWT","1"
"Stage 11","30 Aug 2017","","","","","19 Aug-10 Sep 2017","La Vuelta ciclista a España","https://dataride.uci.ch/iframe/CompetitionResults/32966?disciplineId=10","ESP","2.UWT","1"
"Stage 12","31 Aug 2017","","","","","19 Aug-10 Sep 2017","La Vuelta ciclista a España","https://dataride.uci.ch/iframe/CompetitionResults/32966?disciplineId=10","ESP","2.UWT","1"
"Stage 13","01 Sep 2017","","","","","19 Aug-10 Sep 2017","La Vuelta ciclista a España","https://dataride.uci.ch/iframe/CompetitionResults/32966?disciplineId=10","ESP","2.UWT","1"
"Stage 14","02 Sep 2017","","","","","19 Aug-10 Sep 2017","La Vuelta ciclista a España","https://dataride.uci.ch/iframe/CompetitionResults/32966?disciplineId=10","ESP","2.UWT","1"
"Stage 15","03 Sep 2017","","","","","19 Aug-10 Sep 2017","La Vuelta ciclista a España","https://dataride.uci.ch/iframe/CompetitionResults/32966?disciplineId=10","ESP","2.UWT","1"
"Stage 16 - ITT","05 Sep 2017","","","","","19 Aug-10 Sep 2017","La Vuelta ciclista a España","https://dataride.uci.ch/iframe/CompetitionResults/32966?disciplineId=10","ESP","2.UWT","1"
"Stage 17","06 Sep 2017","","","","","19 Aug-10 Sep 2017","La Vuelta ciclista a España","https://dataride.uci.ch/iframe/CompetitionResults/32966?disciplineId=10","ESP","2.UWT","1"
"Stage 18","07 Sep 2017","","","","","19 Aug-10 Sep 2017","La Vuelta ciclista a España","https://dataride.uci.ch/iframe/CompetitionResults/32966?disciplineId=10","ESP","2.UWT","1"
"Stage 19","08 Sep 2017","","","","","19 Aug-10 Sep 2017","La Vuelta ciclista a España","https://dataride.uci.ch/iframe/CompetitionResults/32966?disciplineId=10","ESP","2.UWT","1"
"Stage 20","09 Sep 2017","","","","","19 Aug-10 Sep 2017","La Vuelta ciclista a España","https://dataride.uci.ch/iframe/CompetitionResults/32966?disciplineId=10","ESP","2.UWT","1"
"Stage 21","10 Sep 2017","","","","","19 Aug-10 Sep 2017","La Vuelta ciclista a España","https://dataride.uci.ch/iframe/CompetitionResults/32966?disciplineId=10","ESP","2.UWT","1"
"Final Classification","10 Sep 2017","","https://dataride.uci.ch/iframe/EventResults/20127?competitionId=32966&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/20128?competitionId=32966&disciplineId=10","","19 Aug-10 Sep 2017","La Vuelta ciclista a España","https://dataride.uci.ch/iframe/CompetitionResults/32966?disciplineId=10","ESP","2.UWT","1"
"Stage 1","24 Aug 2013","","","","","24 Aug-15 Sep 2013","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42671?disciplineId=10","ESP","2.UWT","1"
"Stage 2","25 Aug 2013","","","","","24 Aug-15 Sep 2013","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42671?disciplineId=10","ESP","2.UWT","1"
"Stage 3","26 Aug 2013","","","","","24 Aug-15 Sep 2013","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42671?disciplineId=10","ESP","2.UWT","1"
"Stage 4","27 Aug 2013","","","","","24 Aug-15 Sep 2013","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42671?disciplineId=10","ESP","2.UWT","1"
"Stage 5","28 Aug 2013","","","","","24 Aug-15 Sep 2013","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42671?disciplineId=10","ESP","2.UWT","1"
"Stage 6","29 Aug 2013","","","","","24 Aug-15 Sep 2013","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42671?disciplineId=10","ESP","2.UWT","1"
"Stage 7","30 Aug 2013","","","","","24 Aug-15 Sep 2013","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42671?disciplineId=10","ESP","2.UWT","1"
"Stage 8","31 Aug 2013","","","","","24 Aug-15 Sep 2013","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42671?disciplineId=10","ESP","2.UWT","1"
"Stage 9","01 Sep 2013","","","","","24 Aug-15 Sep 2013","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42671?disciplineId=10","ESP","2.UWT","1"
"Stage 10","02 Sep 2013","","","","","24 Aug-15 Sep 2013","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42671?disciplineId=10","ESP","2.UWT","1"
"Stage 11","04 Sep 2013","","","","","24 Aug-15 Sep 2013","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42671?disciplineId=10","ESP","2.UWT","1"
"Stage 12","05 Sep 2013","","","","","24 Aug-15 Sep 2013","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42671?disciplineId=10","ESP","2.UWT","1"
"Stage 13","06 Sep 2013","","","","","24 Aug-15 Sep 2013","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42671?disciplineId=10","ESP","2.UWT","1"
"Stage 14","07 Sep 2013","","","","","24 Aug-15 Sep 2013","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42671?disciplineId=10","ESP","2.UWT","1"
"Stage 15","08 Sep 2013","","","","","24 Aug-15 Sep 2013","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42671?disciplineId=10","ESP","2.UWT","1"
"Stage 16","09 Sep 2013","","","","","24 Aug-15 Sep 2013","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42671?disciplineId=10","ESP","2.UWT","1"
"Stage 17","11 Sep 2013","","","","","24 Aug-15 Sep 2013","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42671?disciplineId=10","ESP","2.UWT","1"
"Stage 18","12 Sep 2013","","","","","24 Aug-15 Sep 2013","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42671?disciplineId=10","ESP","2.UWT","1"
"Stage 19","13 Sep 2013","","","","","24 Aug-15 Sep 2013","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42671?disciplineId=10","ESP","2.UWT","1"
"Stage 20","14 Sep 2013","","","","","24 Aug-15 Sep 2013","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42671?disciplineId=10","ESP","2.UWT","1"
"Stage 21","15 Sep 2013","","","","","24 Aug-15 Sep 2013","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42671?disciplineId=10","ESP","2.UWT","1"
"Final Classification","15 Sep 2013","","https://dataride.uci.ch/iframe/EventResults/85587?competitionId=42671&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/85588?competitionId=42671&disciplineId=10","","24 Aug-15 Sep 2013","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42671?disciplineId=10","ESP","2.UWT","1"
"Stage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1"
"Stage 2","21 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72484?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72304?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72264?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1"
"Stage 3","22 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72218?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72601?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72722?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1"
"Stage 4","23 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72975?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72467?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72849?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1"
"Stage 5","24 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/73002?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72278?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72492?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1"
"Stage 6","25 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/73018?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72343?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/73017?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1"
"Stage 7","26 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72475?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72297?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72856?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1"
"Stage 8","27 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72545?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72546?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72795?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1"
"Stage 9","28 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72441?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72580?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72959?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1"
"Stage 10","29 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72184?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72679?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/73121?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1"
"Stage 11","31 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72824?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72570?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72569?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1"
"Stage 12","01 Sep 2016","","https://dataride.uci.ch/iframe/EventResults/73036?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72231?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72899?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1"
"Stage 13","02 Sep 2016","","https://dataride.uci.ch/iframe/EventResults/72794?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/73047?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72675?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1"
"Stage 14","03 Sep 2016","","https://dataride.uci.ch/iframe/EventResults/72608?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72854?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72853?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1"
"Stage 15","04 Sep 2016","","https://dataride.uci.ch/iframe/EventResults/73035?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72526?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72896?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1"
"Stage 16","05 Sep 2016","","https://dataride.uci.ch/iframe/EventResults/72594?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72718?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72199?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1"
"Stage 17","07 Sep 2016","","https://dataride.uci.ch/iframe/EventResults/72506?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/73012?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72333?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1"
"Stage 18","08 Sep 2016","","https://dataride.uci.ch/iframe/EventResults/72940?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72399?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72566?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1"
"Stage 19","09 Sep 2016","","https://dataride.uci.ch/iframe/EventResults/72878?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72216?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72332?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1"
"Stage 20","10 Sep 2016","","https://dataride.uci.ch/iframe/EventResults/72542?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72543?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72228?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1"
"Stage 21","11 Sep 2016","","https://dataride.uci.ch/iframe/EventResults/72191?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72450?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72449?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1"
"Final Classification","11 Sep 2016","","https://dataride.uci.ch/iframe/EventResults/72822?competitionId=3858&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/72693?competitionId=3858&disciplineId=10","","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1"
"Stage 1","22 Aug 2015","","","","https://dataride.uci.ch/iframe/EventResults/82560?competitionId=36162&disciplineId=10","22 Aug-13 Sep 2015","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/36162?disciplineId=10","ESP","2.UWT","1"
"Stage 2","23 Aug 2015","","https://dataride.uci.ch/iframe/EventResults/82375?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82376?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82374?competitionId=36162&disciplineId=10","22 Aug-13 Sep 2015","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/36162?disciplineId=10","ESP","2.UWT","1"
"Stage 3","24 Aug 2015","","https://dataride.uci.ch/iframe/EventResults/82387?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82383?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82386?competitionId=36162&disciplineId=10","22 Aug-13 Sep 2015","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/36162?disciplineId=10","ESP","2.UWT","1"
"Stage 4","25 Aug 2015","","https://dataride.uci.ch/iframe/EventResults/82399?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82395?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82398?competitionId=36162&disciplineId=10","22 Aug-13 Sep 2015","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/36162?disciplineId=10","ESP","2.UWT","1"
"Stage 5","26 Aug 2015","","https://dataride.uci.ch/iframe/EventResults/82405?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82401?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82404?competitionId=36162&disciplineId=10","22 Aug-13 Sep 2015","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/36162?disciplineId=10","ESP","2.UWT","1"
"Stage 6","27 Aug 2015","","https://dataride.uci.ch/iframe/EventResults/82417?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82413?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82416?competitionId=36162&disciplineId=10","22 Aug-13 Sep 2015","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/36162?disciplineId=10","ESP","2.UWT","1"
"Stage 7","28 Aug 2015","","https://dataride.uci.ch/iframe/EventResults/82423?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82419?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82422?competitionId=36162&disciplineId=10","22 Aug-13 Sep 2015","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/36162?disciplineId=10","ESP","2.UWT","1"
"Stage 8","29 Aug 2015","","https://dataride.uci.ch/iframe/EventResults/82513?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82509?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82512?competitionId=36162&disciplineId=10","22 Aug-13 Sep 2015","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/36162?disciplineId=10","ESP","2.UWT","1"
"Stage 9","30 Aug 2015","","https://dataride.uci.ch/iframe/EventResults/82519?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82515?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82518?competitionId=36162&disciplineId=10","22 Aug-13 Sep 2015","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/36162?disciplineId=10","ESP","2.UWT","1"
"Stage 10","31 Aug 2015","","https://dataride.uci.ch/iframe/EventResults/82532?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82525?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82531?competitionId=36162&disciplineId=10","22 Aug-13 Sep 2015","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/36162?disciplineId=10","ESP","2.UWT","1"
"Stage 11","02 Sep 2015","","https://dataride.uci.ch/iframe/EventResults/82538?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82534?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82537?competitionId=36162&disciplineId=10","22 Aug-13 Sep 2015","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/36162?disciplineId=10","ESP","2.UWT","1"
"Stage 12","03 Sep 2015","","https://dataride.uci.ch/iframe/EventResults/82550?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82543?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82549?competitionId=36162&disciplineId=10","22 Aug-13 Sep 2015","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/36162?disciplineId=10","ESP","2.UWT","1"
"Stage 13","04 Sep 2015","","https://dataride.uci.ch/iframe/EventResults/82466?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82462?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82465?competitionId=36162&disciplineId=10","22 Aug-13 Sep 2015","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/36162?disciplineId=10","ESP","2.UWT","1"
"Stage 14","05 Sep 2015","","https://dataride.uci.ch/iframe/EventResults/82478?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82471?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82477?competitionId=36162&disciplineId=10","22 Aug-13 Sep 2015","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/36162?disciplineId=10","ESP","2.UWT","1"
"Stage 15","06 Sep 2015","","https://dataride.uci.ch/iframe/EventResults/82484?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82480?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82483?competitionId=36162&disciplineId=10","22 Aug-13 Sep 2015","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/36162?disciplineId=10","ESP","2.UWT","1"
"Stage 16","07 Sep 2015","","https://dataride.uci.ch/iframe/EventResults/82490?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82491?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82496?competitionId=36162&disciplineId=10","22 Aug-13 Sep 2015","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/36162?disciplineId=10","ESP","2.UWT","1"
"Stage 17","09 Sep 2015","","https://dataride.uci.ch/iframe/EventResults/82557?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82553?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82556?competitionId=36162&disciplineId=10","22 Aug-13 Sep 2015","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/36162?disciplineId=10","ESP","2.UWT","1"
"Stage 18","10 Sep 2015","","https://dataride.uci.ch/iframe/EventResults/82499?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82500?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82505?competitionId=36162&disciplineId=10","22 Aug-13 Sep 2015","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/36162?disciplineId=10","ESP","2.UWT","1"
"Stage 19","11 Sep 2015","","https://dataride.uci.ch/iframe/EventResults/82434?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82430?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82433?competitionId=36162&disciplineId=10","22 Aug-13 Sep 2015","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/36162?disciplineId=10","ESP","2.UWT","1"
"Stage 20","12 Sep 2015","","https://dataride.uci.ch/iframe/EventResults/82439?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82440?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82445?competitionId=36162&disciplineId=10","22 Aug-13 Sep 2015","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/36162?disciplineId=10","ESP","2.UWT","1"
"Final Classification","13 Sep 2015","","https://dataride.uci.ch/iframe/EventResults/82460?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82455?competitionId=36162&disciplineId=10","","22 Aug-13 Sep 2015","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/36162?disciplineId=10","ESP","2.UWT","1"
