date,competition,url,country,class,getsum
11-Jul-17,Menen-Kemmel-Menen,/iframe/CompetitionResults/32327?disciplineId=10,BEL,1.1,0
9-Jul-17,Velothon Wales,/iframe/CompetitionResults/31473?disciplineId=10,GBR,1.1,0
9-Jul-17,White Spot / Delta Road Race,/iframe/CompetitionResults/32534?disciplineId=10,CAN,1.2,0
9-Jul-17,White Spot / Delta Road Race WE,/iframe/CompetitionResults/32690?disciplineId=10,CAN,1.2,0
9-Jul-17,Giro del Medio Brenta,/iframe/CompetitionResults/33326?disciplineId=10,ITA,1.2,0
9-Jul-17,Midden Brabant-Poort Omloop,/iframe/CompetitionResults/34243?disciplineId=10,NED,1.2,0
9-Jul-17,National Road Championships (IRR) - Bermuda,/iframe/CompetitionResults/38935?disciplineId=10,BER,CN,0
09 Jul-16 Jul 2017,Championnats Nationaux Route - Liban,/iframe/CompetitionResults/38936?disciplineId=10,LBN,CN,0
9-Jul-17,National Road Championships - Uganda,/iframe/CompetitionResults/50468?disciplineId=10,UGA,CN,0
8-Jul-17,Grote prijs Jean-Pierre Monseré,/iframe/CompetitionResults/32987?disciplineId=10,BEL,1.1,0
08 Jul-09 Jul 2017,GP Général Patton,/iframe/CompetitionResults/33283?disciplineId=10,LUX,2.Ncup,0
8-Jul-17,Grand Prix Minsk,/iframe/CompetitionResults/34029?disciplineId=10,BLR,1.2,0
7-Jul-17,86ste Grote Prijs Stad Sint-Niklaas,/iframe/CompetitionResults/31872?disciplineId=10,BEL,1.2,0
7-Jul-17,Minsk Cup,/iframe/CompetitionResults/33034?disciplineId=10,BLR,1.2,0
07 Jul-10 Jul 2017,Sint-Martinusprijs Kontich,/iframe/CompetitionResults/33367?disciplineId=10,BEL,2.1,0
07 Jul-08 Jul 2017,"National Road Championships (MJ, WJ) - Belarus",/iframe/CompetitionResults/38934?disciplineId=10,BLR,CN,0
06 Jul-09 Jul 2017,Tour de Feminin - O cenu Českého Švýcarska,/iframe/CompetitionResults/32498?disciplineId=10,CZE,2.2,0
05 Jul-09 Jul 2017,GP Internacional Torres Vedras - Trofeu Joaquim Agostinho,/iframe/CompetitionResults/32482?disciplineId=10,POR,2.2,0
05 Jul-09 Jul 2017,Sibiu Cycling Tour,/iframe/CompetitionResults/34046?disciplineId=10,ROU,2.1,0
02 Jul-08 Jul 2017,Int. Österreich-Rundfahrt-Tour of Austria,/iframe/CompetitionResults/32480?disciplineId=10,AUT,2.1,0
2-Jul-17,Montichiari - Roncone,/iframe/CompetitionResults/34011?disciplineId=10,ITA,1.1,0
2-Jul-17,KOGA Slag om Norg,/iframe/CompetitionResults/34050?disciplineId=10,NED,1.1,0
1-Jul-17,Omloop Het Nieuwsblad Beloften/Circuit Het Nieuwsblad Espoirs,/iframe/CompetitionResults/32846?disciplineId=10,BEL,1.2,0
01 Jul-23 Jul 2017,Tour de France,/iframe/CompetitionResults/33996?disciplineId=10,FRA,2.UWT,1
01 Jul-06 Jul 2017,National Road Championships - Iran,/iframe/CompetitionResults/38906?disciplineId=10,IRI,CN,0
01 Jul-02 Jul 2017,National Road Championships - Aruba,/iframe/CompetitionResults/41116?disciplineId=10,ARU,CN,0
30 Jun-09 Jul 2017,Giro d'Italia Internazionale Femminile,/iframe/CompetitionResults/32496?disciplineId=10,ITA,2.WWT,0
30 Jun-02 Jul 2017,National Road Championships - Zimbabwe,/iframe/CompetitionResults/41115?disciplineId=10,ZIM,CN,0
29 Jun-02 Jul 2017,Volta a Portugal do Futuro,/iframe/CompetitionResults/32692?disciplineId=10,POR,2.2U,0
29 Jun-30 Jun 2017,National Road Championships - Korea,/iframe/CompetitionResults/38929?disciplineId=10,KOR,CN,0
29 Jun-16 Aug 2017,National Road Championships - Turkey,/iframe/CompetitionResults/40698?disciplineId=10,TUR,CN,0
28 Jun-01 Jul 2017,Course Cycliste de Solidarnosc et des Champions Olympiques,/iframe/CompetitionResults/31519?disciplineId=10,POL,2.2,0
28-Jun-17,Internationale Wielertrofee Jong Maar Moedig I.W.T.,/iframe/CompetitionResults/33363?disciplineId=10,BEL,1.2,0
28 Jun-29 Jun 2017,National Road Championships - Albania,/iframe/CompetitionResults/41114?disciplineId=10,ALB,CN,0
27 Jun-02 Jul 2017,Tour de Hongrie,/iframe/CompetitionResults/32981?disciplineId=10,HUN,2.2,0
27-Jun-17,Trofeo Citta di Brescia,/iframe/CompetitionResults/40701?disciplineId=10,ITA,1.2,0
26 Jun-02 Jul 2017,National Road Championships - Azerbaijan,/iframe/CompetitionResults/40401?disciplineId=10,AZE,CN,0
25 Jun-01 Jul 2017,National Road Championships - Iceland,/iframe/CompetitionResults/38933?disciplineId=10,ISL,CN,0
24 Jun-25 Jun 2017,National Road Championships - Dominican Republic,/iframe/CompetitionResults/38925?disciplineId=10,DOM,CN,0
24 Jun-25 Jun 2017,National Road Championships - El Salvador,/iframe/CompetitionResults/38926?disciplineId=10,ESA,CN,0
24 Jun-25 Jun 2017,Championnats Nationaux Route - Rwanda,/iframe/CompetitionResults/38927?disciplineId=10,RWA,CN,0
24 Jun-25 Jun 2017,National Road Championships - Georgia,/iframe/CompetitionResults/38928?disciplineId=10,GEO,CN,0
24 Jun-27 Jun 2017,National Road Championships - Canada,/iframe/CompetitionResults/38931?disciplineId=10,CAN,CN,0
24 Jun-01 Jul 2017,National Road Championships - USA,/iframe/CompetitionResults/40424?disciplineId=10,USA,CN,0
24 Jun-26 Jun 2017,National Road Championships - Croatia,/iframe/CompetitionResults/40773?disciplineId=10,CRO,CN,0
24 Jun-25 Jun 2017,National Road Championships - Antigua and Barbuda,/iframe/CompetitionResults/40796?disciplineId=10,ANT,CN,0
24 Jun-25 Jun 2017,National Road Championships - Moldavia,/iframe/CompetitionResults/50452?disciplineId=10,MDA,CN,0
23 Jun-24 Jun 2017,National Road Championships - Kosovo,/iframe/CompetitionResults/38920?disciplineId=10,KOS,CN,0
23 Jun-25 Jun 2017,National Road Championships - Venezuela,/iframe/CompetitionResults/38921?disciplineId=10,VEN,CN,0
23 Jun-25 Jun 2017,"National Road Championships (ME, WE) - Russia",/iframe/CompetitionResults/38922?disciplineId=10,RUS,CN,0
23 Jun-25 Jun 2017,National Road Championships - Serbia,/iframe/CompetitionResults/38923?disciplineId=10,SRB,CN,0
23 Jun-25 Jun 2017,National Road Championships - Lithuania,/iframe/CompetitionResults/40403?disciplineId=10,LTU,CN,0
23 Jun-25 Jun 2017,National Road Championships - Germany,/iframe/CompetitionResults/40404?disciplineId=10,GER,CN,0
23 Jun-25 Jun 2017,National Road Championships - Hungary,/iframe/CompetitionResults/40721?disciplineId=10,HUN,CN,0
23 Jun-25 Jun 2017,National Road Championships - Austria,/iframe/CompetitionResults/41113?disciplineId=10,AUT,CN,0
23 Jun-25 Jun 2017,National Road Championships - Greece,/iframe/CompetitionResults/41357?disciplineId=10,GRE,CN,0
23 Jun-25 Jun 2017,National Road Championships  - Eritrea,/iframe/CompetitionResults/41368?disciplineId=10,ERI,CN,0
23 Jun-02 Jul 2017,National Road Championships - Portugal,/iframe/CompetitionResults/41386?disciplineId=10,POR,CN,0
23 Jun-25 Jun 2017,National Road Championships - Panama,/iframe/CompetitionResults/50414?disciplineId=10,PAN,CN,0
23 Jun-24 Jun 2017,National Road Championships - Bosnia and Herzegovina,/iframe/CompetitionResults/50447?disciplineId=10,BIH,CN,0
22 Jun-25 Jun 2017,"Championnats Nationaux Route (ME, WE)  - Belgique",/iframe/CompetitionResults/38896?disciplineId=10,BEL,CN,0
22 Jun-25 Jun 2017,National Road Championships - Romania,/iframe/CompetitionResults/38917?disciplineId=10,ROU,CN,0
22 Jun-25 Jun 2017,National Road Championships - Denmark,/iframe/CompetitionResults/38918?disciplineId=10,DEN,CN,0
22 Jun-25 Jun 2017,"National Road Championships (ME,MU,WE) - Belarus",/iframe/CompetitionResults/38919?disciplineId=10,BLR,CN,0
22 Jun-25 Jun 2017,National Road Championships - Slovakia,/iframe/CompetitionResults/40402?disciplineId=10,SVK,CN,0
22 Jun-25 Jun 2017,National Road Championships - Great Britain,/iframe/CompetitionResults/40781?disciplineId=10,GBR,CN,0
22 Jun-25 Jun 2017,Championnats Nationaux Route - Suisse,/iframe/CompetitionResults/40794?disciplineId=10,SUI,CN,0
22 Jun-25 Jun 2017,Championnats Nationaux Route - France (Elite),/iframe/CompetitionResults/41356?disciplineId=10,FRA,CN,0
22 Jun-25 Jun 2017,National Road Championships - Ireland,/iframe/CompetitionResults/41388?disciplineId=10,IRL,CN,0
22 Jun-25 Jun 2017,National Road Championships - Czech Republic,/iframe/CompetitionResults/50415?disciplineId=10,CZE,CN,0
21-Jun-17,Halle Ingooigem,/iframe/CompetitionResults/34045?disciplineId=10,BEL,1.1,0
21 Jun-25 Jun 2017,National Road Championships - Estonia,/iframe/CompetitionResults/38915?disciplineId=10,EST,CN,0
21 Jun-25 Jun 2017,National Road Championships - Kazakhstan,/iframe/CompetitionResults/38916?disciplineId=10,KAZ,CN,0
21 Jun-25 Jun 2017,National Road Championships - Poland,/iframe/CompetitionResults/40779?disciplineId=10,POL,CN,0
21 Jun-25 Jun 2017,Championnats Nationaux Route - Luxembourg,/iframe/CompetitionResults/41076?disciplineId=10,LUX,CN,0
21 Jun-25 Jun 2017,National Road Championships - Latvia,/iframe/CompetitionResults/41112?disciplineId=10,LAT,CN,0
21 Jun-25 Jun 2017,National Road Championships - Sweden,/iframe/CompetitionResults/41379?disciplineId=10,SWE,CN,0
21 Jun-25 Jun 2017,National Road Championships - Bulgaria,/iframe/CompetitionResults/50466?disciplineId=10,BUL,CN,0
20 Jun-27 Aug 2017,National Road Championships - Spain,/iframe/CompetitionResults/38914?disciplineId=10,ESP,CN,0
20 Jun-25 Jun 2017,National Road Championships - Ukraine,/iframe/CompetitionResults/41374?disciplineId=10,UKR,CN,0
18-Jun-17,The 5 Interational Race Korona Kocich Gor,/iframe/CompetitionResults/31518?disciplineId=10,POL,1.2,0
18-Jun-17,Beaumont Trophy,/iframe/CompetitionResults/32671?disciplineId=10,GBR,1.2,0
18-Jun-17,Ride Bruges (Bruges Cycling Classic),/iframe/CompetitionResults/32986?disciplineId=10,BEL,1.1,0
18-Jun-17,National Road Championships (ITT) - Bermuda,/iframe/CompetitionResults/38910?disciplineId=10,BER,CN,0
18 Jun-08 Jul 2017,National Road Championships - Italy,/iframe/CompetitionResults/38911?disciplineId=10,ITA,CN,0
18 Jun-25 Jun 2017,National Road Championships - Norway,/iframe/CompetitionResults/38912?disciplineId=10,NOR,CN,0
18 Jun-25 Jun 2017,National Road Championships - Japan,/iframe/CompetitionResults/38913?disciplineId=10,JPN,CN,0
18 Jun-24 Jun 2017,National Road Championships - Hong-Kong,/iframe/CompetitionResults/38930?disciplineId=10,HKG,CN,0
18 Jun-25 Jun 2017,Road National Championships - Belize,/iframe/CompetitionResults/40775?disciplineId=10,BIZ,CN,0
18 Jun-24 Jun 2017,National Road Championships - Guatemala,/iframe/CompetitionResults/41382?disciplineId=10,GUA,CN,0
18 Jun-24 Jun 2017,Championnats Nationaux Route - Burkina Faso,/iframe/CompetitionResults/50411?disciplineId=10,BUR,CN,0
18 Jun-25 Jun 2017,National Road Championships - Guyana,/iframe/CompetitionResults/50419?disciplineId=10,GUY,CN,0
17-Jun-17,Grand Prix Doliny Baryczy Xxvii Memoriał Grundmanna I Wizowskiego,/iframe/CompetitionResults/31517?disciplineId=10,POL,1.2,0
17-Jun-17,Giro del Trentino Alto Adige - Südtirol,/iframe/CompetitionResults/33357?disciplineId=10,ITA,1.1,0
17 Jun-24 Jun 2017,National Road Championships - Israel,/iframe/CompetitionResults/38898?disciplineId=10,ISR,CN,0
17 Jun-18 Jun 2017,National Road Championships - Montenegro,/iframe/CompetitionResults/38908?disciplineId=10,MNE,CN,0
17 Jun-25 Jun 2017,National Road Championships - Costa Rica,/iframe/CompetitionResults/38909?disciplineId=10,CRC,CN,0
17 Jun-25 Jun 2017,National Road Championships - Puerto Rico,/iframe/CompetitionResults/41080?disciplineId=10,PUR,CN,0
17 Jun-25 Jun 2017,National Road Championships - Netherlands,/iframe/CompetitionResults/41118?disciplineId=10,NED,CN,0
17 Jun-25 Jun 2017,Championnat National Route - Maurice,/iframe/CompetitionResults/50470?disciplineId=10,MRI,CN,0
16 Jun-18 Jun 2017,Tour de Serbia,/iframe/CompetitionResults/31869?disciplineId=10,SRB,2.2,0
16 Jun-18 Jun 2017,National Road Championships - Finland,/iframe/CompetitionResults/38932?disciplineId=10,FIN,CN,0
16 Jun-17 Jun 2017,National Road Championships - Cuba,/iframe/CompetitionResults/41378?disciplineId=10,CUB,CN,0
15 Jun-18 Jun 2017,Route du Sud - la Dépêche du Midi,/iframe/CompetitionResults/31533?disciplineId=10,FRA,2.1,0
15 Jun-18 Jun 2017,Tour de Slovénie,/iframe/CompetitionResults/32466?disciplineId=10,SLO,2.1,0
15 Jun-18 Jun 2017,Le Tour de Savoie Mont Blanc,/iframe/CompetitionResults/34028?disciplineId=10,FRA,2.2,0
14 Jun-18 Jun 2017,Tour de Korea,/iframe/CompetitionResults/32306?disciplineId=10,KOR,2.1,0
14 Jun-18 Jun 2017,Tour de Beauce,/iframe/CompetitionResults/32477?disciplineId=10,CAN,2.2,0
14 Jun-18 Jun 2017,Ster ZLM Toer GP Jan van Heeswijk,/iframe/CompetitionResults/34044?disciplineId=10,NED,2.1,0
11-Jun-17,SPAR Flanders Diamond Tour,/iframe/CompetitionResults/31380?disciplineId=10,BEL,1.1,0
11-Jun-17,GP Horsens Posten,/iframe/CompetitionResults/31441?disciplineId=10,DEN,1.2,0
11-Jun-17,Ronde van Limburg,/iframe/CompetitionResults/31707?disciplineId=10,BEL,1.1,0
11-Jun-17,Rund um Köln,/iframe/CompetitionResults/32447?disciplineId=10,GER,1.1,0
11-Jun-17,21° Gran Premio dell'Arno,/iframe/CompetitionResults/32975?disciplineId=10,ITA,1.1,0
10-Jun-17,Dwars door de Vlaamse Ardennen,/iframe/CompetitionResults/31308?disciplineId=10,BEL,1.2,0
10-Jun-17,Fyen Rundt - Tour of Fyen,/iframe/CompetitionResults/31439?disciplineId=10,DEN,1.2,0
10 Jun-18 Jun 2017,Tour de Suisse,/iframe/CompetitionResults/32409?disciplineId=10,SUI,2.UWT,1
9-Jun-17,Ljubljana-Domžale-Ljubljana TT,/iframe/CompetitionResults/31382?disciplineId=10,SLO,1.2,0
09 Jun-15 Jun 2017,Giro Ciclistico d'Italia,/iframe/CompetitionResults/31505?disciplineId=10,ITA,2.2U,0
09 Jun-11 Jun 2017,Tour of Malopolska,/iframe/CompetitionResults/32138?disciplineId=10,POL,2.2,0
09 Jun-25 Jun 2017,National Road Championships - Slovenia,/iframe/CompetitionResults/41355?disciplineId=10,SLO,CN,0
08 Jun-11 Jun 2017,Grand Prix Cycliste de Saguenay,/iframe/CompetitionResults/31924?disciplineId=10,CAN,2.2,0
08 Jun-11 Jun 2017,Ronde de l'Oise,/iframe/CompetitionResults/32096?disciplineId=10,FRA,2.2,0
8-Jun-17,GP du canton d'Argovie,/iframe/CompetitionResults/32414?disciplineId=10,SUI,1.HC,0
08 Jun-11 Jun 2017,Trofeo der Gemeinde Gersheim,/iframe/CompetitionResults/32500?disciplineId=10,GER,2.Ncup,0
08 Jun-11 Jun 2017,Oberösterreichrundfahrt,/iframe/CompetitionResults/34027?disciplineId=10,AUT,2.2,0
07 Jun-11 Jun 2017,Tour de Slovaquie,/iframe/CompetitionResults/31516?disciplineId=10,SVK,2.1,0
07 Jun-11 Jun 2017,Women's Tour,/iframe/CompetitionResults/32680?disciplineId=10,GBR,2.WWT,0
04 Jun-11 Jun 2017,Critérium du Dauphiné,/iframe/CompetitionResults/32965?disciplineId=10,FRA,2.UWT,1
4-Jun-17,Memorial Philippe Van Coningsloo,/iframe/CompetitionResults/33311?disciplineId=10,BEL,1.2,0
4-Jun-17,46° Coppa della Pace - 43° Trofeo F.lli Anelli,/iframe/CompetitionResults/33313?disciplineId=10,ITA,1.2,0
3-Jun-17,Carrefour Market Heistse Pijl,/iframe/CompetitionResults/31862?disciplineId=10,BEL,1.1,0
3-Jun-17,La Classique des Alpes Juniors,/iframe/CompetitionResults/34010?disciplineId=10,FRA,1.1,0
03 Jun-25 Jun 2017,National Road Championships - Mongolia,/iframe/CompetitionResults/50455?disciplineId=10,MGL,CN,0
02 Jun-04 Jun 2017,GP Beiras e Serra da Estrela,/iframe/CompetitionResults/31854?disciplineId=10,POR,2.1,0
2-Jun-17,63° Trofeo Alcide Degasperi,/iframe/CompetitionResults/34256?disciplineId=10,ITA,1.2,0
02 Jun-04 Jun 2017,Tour of Bihor - Bellotto,/iframe/CompetitionResults/34313?disciplineId=10,ROU,2.2,0
02 Jun-04 Jun 2017,Hammer Sportszone Limburg,/iframe/CompetitionResults/38086?disciplineId=10,NED,2.1,0
01 Jun-04 Jun 2017,Boucles de la Mayenne,/iframe/CompetitionResults/32366?disciplineId=10,FRA,2.1,0
01 Jun-04 Jun 2017,Grand Prix Priessnitz spa,/iframe/CompetitionResults/32524?disciplineId=10,CZE,2.Ncup,0
01 Jun-04 Jun 2017,Szlakiem Walk Majora Hubala,/iframe/CompetitionResults/32984?disciplineId=10,POL,2.1,0
01 Jun-04 Jun 2017,Tour de Kumano,/iframe/CompetitionResults/33667?disciplineId=10,JPN,2.2,0
31 May-04 Jun 2017,Skoda-Tour de Luxembourg,/iframe/CompetitionResults/34043?disciplineId=10,LUX,2.HC,1
30 May-03 Jun 2017,Games of the Small States of Europe,/iframe/CompetitionResults/40753?disciplineId=10,SMR,JR,0
29-May-17,Winston Salem Cycling Classic,/iframe/CompetitionResults/32685?disciplineId=10,USA,1.1,0
29-May-17,Winston Salem Cycling Classic (WE),/iframe/CompetitionResults/33806?disciplineId=10,USA,1.1,0
29 May-02 Jun 2017,National Road Championships - Uzbekistan,/iframe/CompetitionResults/40785?disciplineId=10,UZB,CN,0
28-May-17,Boucles de l'Aulne - Châteaulin,/iframe/CompetitionResults/32275?disciplineId=10,FRA,1.1,0
28-May-17,Horizon Park Classic,/iframe/CompetitionResults/32667?disciplineId=10,UKR,1.2,0
28-May-17,VR Women ITT,/iframe/CompetitionResults/33027?disciplineId=10,UKR,1.2,0
28-May-17,Paris-Roubaix Espoirs,/iframe/CompetitionResults/33307?disciplineId=10,FRA,1.2U,1
28-May-17,Tf GD Dorigo MO Biemmereti MO Ettore e Cristiano Floriani MO Ferramenta Ma,/iframe/CompetitionResults/33670?disciplineId=10,ITA,1.1,0
28-May-17,Gooik-Geraardsbergen-Gooik,/iframe/CompetitionResults/33805?disciplineId=10,BEL,1.1,0
28-May-17,"Championnats Nationaux Route IRR (MJ, WJ)  - Belgique",/iframe/CompetitionResults/38895?disciplineId=10,BEL,CN,0
27-May-17,Horizon Park Race Maidan,/iframe/CompetitionResults/31515?disciplineId=10,UKR,1.2,0
27-May-17,Grand Prix de Plumelec-Morbihan,/iframe/CompetitionResults/32406?disciplineId=10,FRA,1.1,0
27-May-17,Grand Prix de Plumelec-Morbihan Dames,/iframe/CompetitionResults/32677?disciplineId=10,FRA,1.1,0
27-May-17,Horizon Park Women Challenge,/iframe/CompetitionResults/33026?disciplineId=10,UKR,1.2,0
27 May-28 May 2017,Tour de Gironde Cycliste International,/iframe/CompetitionResults/33379?disciplineId=10,FRA,2.2,0
27 May-28 May 2017,Tour du Jura Cycliste,/iframe/CompetitionResults/34026?disciplineId=10,FRA,2.2,0
26-May-17,La Classique Morbihan,/iframe/CompetitionResults/31242?disciplineId=10,FRA,1.1,0
26 May-27 May 2017,Tour of Estonia,/iframe/CompetitionResults/31532?disciplineId=10,EST,2.1,0
26-May-17,Horizon Park Race for Peace,/iframe/CompetitionResults/32603?disciplineId=10,UKR,1.2,0
25 May-28 May 2017,Tour du Pays de Vaud,/iframe/CompetitionResults/33383?disciplineId=10,SUI,2.Ncup,0
25 May-27 May 2017,Gemenc Grand Prix,/iframe/CompetitionResults/40740?disciplineId=10,HUN,2.2,0
24 May-28 May 2017,Tour des Fjords,/iframe/CompetitionResults/31999?disciplineId=10,NOR,2.1,0
24 May-28 May 2017,Baloise Belgium Tour,/iframe/CompetitionResults/32354?disciplineId=10,BEL,2.HC,1
24 May-28 May 2017,Flèche du Sud,/iframe/CompetitionResults/32476?disciplineId=10,LUX,2.2,0
21-May-17,36. SwissEver GP Cham - Hagendorn,/iframe/CompetitionResults/31481?disciplineId=10,SUI,1.2,0
21 May-28 May 2017,An Post Rás,/iframe/CompetitionResults/32325?disciplineId=10,IRL,2.2,0
21 May-28 May 2017,Tour of Japan,/iframe/CompetitionResults/33299?disciplineId=10,JPN,2.1,0
21-May-17,Grand Prix de la Somme « Conseil Départemental 80»,/iframe/CompetitionResults/33333?disciplineId=10,FRA,1.1,0
21-May-17,National Road Championships IRR - Singapore,/iframe/CompetitionResults/38907?disciplineId=10,SIN,CN,0
20-May-17,Salverda Omloop van de IJsseldelta,/iframe/CompetitionResults/31447?disciplineId=10,NED,1.2,0
20-May-17,Berner Rundfahrt / Tour de Berne,/iframe/CompetitionResults/32522?disciplineId=10,SUI,1.2,0
20-May-17,Grand Prix Cycliste de Gatineau - RR,/iframe/CompetitionResults/33807?disciplineId=10,CAN,1.1,0
20 May-21 May 2017,Trophée Centre Morbihan,/iframe/CompetitionResults/34009?disciplineId=10,FRA,2.Ncup,0
20 May-24 May 2017,74th Tour of Albania,/iframe/CompetitionResults/38096?disciplineId=10,ALB,2.2,0
20 May-21 May 2017,Championnats Nationaux Route - Tunisie,/iframe/CompetitionResults/41124?disciplineId=10,TUN,CN,0
19 May-21 May 2017,A Travers Les Hauts De France - Trophée Paris-Arras Tour,/iframe/CompetitionResults/32528?disciplineId=10,FRA,2.2,0
19-May-17,Chrono de Gatineau - ITT,/iframe/CompetitionResults/32823?disciplineId=10,CAN,1.1,0
19 May-21 May 2017,36e SPIE Internationale Juniorendriedaagse,/iframe/CompetitionResults/33281?disciplineId=10,NED,2.1,0
19 May-21 May 2017,Vuelta a Castilla y Leon,/iframe/CompetitionResults/33324?disciplineId=10,ESP,2.1,0
19 May-21 May 2017,Championnats Nationaux Route - Maroc,/iframe/CompetitionResults/40738?disciplineId=10,MAR,CN,0
18 May-21 May 2017,Ronde de l'Isard,/iframe/CompetitionResults/32470?disciplineId=10,FRA,2.2U,0
17 May-21 May 2017,Emakumeen XXX. Bira,/iframe/CompetitionResults/33803?disciplineId=10,ESP,2.1,0
17 May-21 May 2017,Tour of Ukraine,/iframe/CompetitionResults/34023?disciplineId=10,UKR,2.2,0
17 May-21 May 2017,Tour of Norway,/iframe/CompetitionResults/34042?disciplineId=10,NOR,2.HC,1
17 May-21 May 2017,Bałtyk - Karkonosze Tour,/iframe/CompetitionResults/37662?disciplineId=10,POL,2.2,0
16-May-17,Durango-Durango Emakumeen Saria,/iframe/CompetitionResults/32304?disciplineId=10,ESP,1.2,0
14-May-17,71e Profronde van Noord-Holland,/iframe/CompetitionResults/31444?disciplineId=10,NED,1.2,0
14-May-17,Dwars door de Westhoek,/iframe/CompetitionResults/32825?disciplineId=10,BEL,1.1,0
14-May-17,Gran Premio Industrie del Marmo,/iframe/CompetitionResults/33303?disciplineId=10,ITA,1.2U,1
14-May-17,Grand Prix Criquielion,/iframe/CompetitionResults/33315?disciplineId=10,BEL,1.2,0
14 May-20 May 2017,Amgen Tour of California,/iframe/CompetitionResults/33371?disciplineId=10,USA,2.UWT,1
13-May-17,109th Scandinavian Race in Uppsala 1909-2017,/iframe/CompetitionResults/31915?disciplineId=10,SWE,1.2,0
13-May-17,Rabobank 7-Dorpenomloop Aalburg,/iframe/CompetitionResults/33804?disciplineId=10,NED,1.2,0
11 May-14 May 2017,Amgen Breakaway from Heart Disease Women's Race empowered with SRAM,/iframe/CompetitionResults/31349?disciplineId=10,USA,2.WWT,0
11 May-14 May 2017,Tour of Ankara,/iframe/CompetitionResults/31483?disciplineId=10,TUR,2.2,0
10 May-12 May 2017,Tour of Zhoushan Island (Shengnsi Stage),/iframe/CompetitionResults/31763?disciplineId=10,CHN,2.2,0
10 May-14 May 2017,Tour de Tunisie,/iframe/CompetitionResults/33391?disciplineId=10,TUN,2.2,0
09 May-14 May 2017,4 Jours de Dunkerque / Tour du Nord-Pas-de-Calais,/iframe/CompetitionResults/32400?disciplineId=10,FRA,2.HC,1
08 May-11 May 2017,Memorial Dimitar Yankov Sunny Beach,/iframe/CompetitionResults/40373?disciplineId=10,BUL,2.1,0
7-May-17,Ringerike GP,/iframe/CompetitionResults/31514?disciplineId=10,NOR,1.2,0
7-May-17,Gran Premio Città di Lugano,/iframe/CompetitionResults/32301?disciplineId=10,SUI,1.HC,0
7-May-17,Trofee Maarten Wynants,/iframe/CompetitionResults/32683?disciplineId=10,BEL,1.1,0
7-May-17,Circuito del Porto - Trofeo Arvedi,/iframe/CompetitionResults/33305?disciplineId=10,ITA,1.2,0
7-May-17,Flèche Ardennaise,/iframe/CompetitionResults/33309?disciplineId=10,BEL,1.2,0
7-May-17,National Road Championships ITT - Singapore,/iframe/CompetitionResults/38904?disciplineId=10,SIN,CN,0
07 May-14 May 2017,National Road Championships - Cyprus,/iframe/CompetitionResults/38905?disciplineId=10,CYP,CN,0
6-May-17,Ronde van Overijssel,/iframe/CompetitionResults/31513?disciplineId=10,NED,1.2,0
6-May-17,Sundvolden GP,/iframe/CompetitionResults/32605?disciplineId=10,NOR,1.2,0
05 May-07 May 2017,Tour of Chongming Island UCI Women's WorldTour,/iframe/CompetitionResults/32134?disciplineId=10,CHN,2.WWT,0
05 May-07 May 2017,Vuelta Ciclista Comunidad de Madrid,/iframe/CompetitionResults/32468?disciplineId=10,ESP,2.1,0
05 May-28 May 2017,Giro d'Italia,/iframe/CompetitionResults/32964?disciplineId=10,ITA,2.UWT,1
05 May-07 May 2017,CCC Tour - Grody Piastowskie,/iframe/CompetitionResults/33389?disciplineId=10,POL,2.2,0
05 May-07 May 2017,"National Road Championships (MJ, WJ) - New Zealand",/iframe/CompetitionResults/38903?disciplineId=10,NZL,CN,0
05 May-09 May 2017,Five Rings of Moscow,/iframe/CompetitionResults/39282?disciplineId=10,RUS,2.2,0
04 May-07 May 2017,Campeonato Panamericano de Ruta,/iframe/CompetitionResults/31860?disciplineId=10,DOM,CC,0
04 May-07 May 2017,Course de la Paix Juniors,/iframe/CompetitionResults/32060?disciplineId=10,CZE,2.Ncup,0
03 May-07 May 2017,Tour d'Azerbaïdjan,/iframe/CompetitionResults/31701?disciplineId=10,AZE,2.1,0
03 May-06 May 2017,Rhône-Alpes Isère Tour,/iframe/CompetitionResults/32370?disciplineId=10,FRA,2.2,0
2-May-17,18 Memoriał Romana Sieminskiego,/iframe/CompetitionResults/31449?disciplineId=10,POL,1.2,0
1-May-17,29 Memoriał Andrzeja Trochanowskiego,/iframe/CompetitionResults/32330?disciplineId=10,POL,1.2,0
1-May-17,Rund um den Finanzplatz Eschborn-Frankfurt,/iframe/CompetitionResults/32399?disciplineId=10,GER,1.UWT,1
1-May-17,Rund um den Finanzplatz Eschborn-Frankfurt (U23),/iframe/CompetitionResults/34021?disciplineId=10,GER,1.2U,1
1-May-17,Circuit de Wallonie,/iframe/CompetitionResults/34024?disciplineId=10,BEL,1.2,0
1-May-17,"Championnats Nationaux Route ITT (MU,MJ,WJ)  - Belgique",/iframe/CompetitionResults/38894?disciplineId=10,BEL,CN,0
30 Apr-03 May 2017,La Coupe du President de la Ville de Grudziądz,/iframe/CompetitionResults/31852?disciplineId=10,POL,2.1,0
30-Apr-17,Belgrade Banjaluka II,/iframe/CompetitionResults/32130?disciplineId=10,BIH,1.2,0
30-Apr-17,Skive-Løbet,/iframe/CompetitionResults/32532?disciplineId=10,DEN,1.2,0
